n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
607|0|mishtatef|dataset|2022-02-14|רשימות נכסים - גופים מוסדיים|cma|No|NA|6|8|--|eladl@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||הנתונים המפורסמים נאספו על ידי גורם שלישי לשם פרסומם, ולא נבדקו על ידי רשות שוק ההון, ביטוח וחיסכון.מאגר זה מכיל את רשימת הנכסים ברמת נייר הערך הבודד בהתאם למסלול ההשקעה ליום אחרון של תקופת הדיווח.
608|0|misradei_hakirot|dataset|2022-08-07|רשימת תאגידי חוקרים פרטיים|ministry_of_justice|No|NA|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת תאגידי חוקרים פרטיים
609|0|mkt|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון המכתש הקטן|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
610|0|mng|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון משמר הנגב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
611|0|moadoniot|dataset|2021-03-21|מועדוניות|maaleedumim|No|NA|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת מועדוניות במעלה אדומים
612|0|moag-district|dataset|2022-08-08|איתור מחוזות לפי ישובים|ministry_of_agriculture|No|NotConstant|1|0|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|Other (Open)|
613|0|modedim|dataset|2022-08-31|רשימת המודדים|israel_mapping_center|No|Week|1|3|--|yovav@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|רשימת המודדים מציגה את כל המודדים המוסמכים לפי הפרוט הבא:1.     מודדים בעלי הרישיון בתוקף .2.     מודדים שרישיונם אינו בתוקף.3.     מודדים מבקרים, שמנהל המרכז למיפוי ישראל האציל עליהם את הסמכות לבצע ביקורת מפות קדסטר.4.     פרטי מודדים (כתובת, טלפון, דוא"ל ועוד), למודדים שאישרו את הצגת פרטי הקשר שלהם באתר.5.     מודדים שנפטרו לא מופיעים ברשימה.
614|0|mohalim-list|dataset|2022-08-10|רשימת מוהלים ארצית|rabanot|No|Week|1|7|--|mordis@rab.gov.il|הרבנות הראשית לישראל|other-open|אחר (פתוח)|רשימת מוהלים מוסמכים בפריסה ארצית המומלצים על ידי הרבנות הראשית לישראל
615|0|moj-amutot|dataset|2022-09-07|מאגר עמותות וחברות לתועלת הציבור|ministry_of_justice|No|Week|5|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|מאגר מידע זה מכיל ארבעה קבצי מידע אודות עמותות וחברות לתועלת הציבור, המבוססים על מאגרי רשם העמותות ורשם ההקדשות ברשות התאגידים:הקובץ הראשון כולל מידע כללי על עמותות הרשומות במרשם שמנהל רשם העמותות, כגון: שם, מספר, תאריך רישום, כתובת, מטרות, תחומי פעילות, שנת דיווח אחרונה ומועד ביצוע ביקורת עומק אחרונה. הקובץ השני כולל מידע כללי על חברות לתועלת הציבור (חל"צ) הרשומות במרשם שמנהל רשם ההקדשות, כגון: שם, מספר, תחומי פעילות, אזורי פעילות, כתובת וסטטוס.הקובץ השלישי כולל  את פרטי הדיווחים הרבעוניים שהוגשו על ידי עמותות וחל"צ אשר קיבלו  תרומות מישויות מדיניות זרות.הקובץ הרביעי כולל את רשימת העמותות והחל"צ שקיבלו אישור ניהול תקין או אישור על הגשת מסמכים.המידע העומד לרשותכם בקבצים מתעדכן מידי שבוע.
616|0|mokdey_teunot-drachim_2018|dataset|2020-11-11|מוקדי תאונות דרכים עם נפגעים 2018|lamas|Yes|Year|1|3|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|||מוקדי תאונות דרכים עם נפגעים בשנת 2018 – מסוג ת"ד מורחב ומסוג "כללי עם נפגעים קל"הפרסום "מוקדי תאונות דרכים עם נפגעים 2018" כולל לוחות המציגים מקומות (דרכים, רחובות, צמתים עירוניים וצמתים לא עירוניים) שאירעו בהם תאונות דרכים עם נפגעים בשנת 2018. הפרסום כולל לוחות המופיעים בשתי סדרות: • מקומות שאירעו בהם לפחות 3 תאונות • מקומות שאירעו בהם לפחות 2 תאונות. בכל סדרה בפרסום, קיימים 4 לוחות שבהם נתוני תאונות דרכים עם נפגעים שנחקרו על ידי משטרת ישראל וסווגו בלמ"ס כת"ד מורחב ו-4 לוחות שבהם נתוני תאונות דרכים עם נפגעים קל שדווחו למשטרה וסווגו בלמ"ס כ"כללי עם נפגעים קל".
617|0|molsa-addictions-treatment-frames|dataset|2022-09-05|מסגרות לטיפול בהתמכרויות|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|מסגרות לטיפול בהתמכרויות
618|0|molsa-addictions-treatment-frames-ar|dataset|2022-09-05|מסגרות לטיפול בהתמכרויות وحدات علاج البالغين ضحايا الإدمان|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|وحدات علاج البالغين ضحايا الإدمان
619|0|molsa-court-assiatance-units|dataset|2022-09-05|יחידות הסיוע|ministry_of_social_affairs|No|Year|3|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|יחידות הסיוע הן שירות ציבורי, טיפולי וחדשני במינהל של"מ - שיקום, ליווי ומניעה, של משרד הרווחה והביטחון החברתי.הן פועלות לצד בתי המשפט לענייני משפחה ובתי הדין הדתיים.היחידות פועלות במטרה לסייע למשפחות הנמצאות בסכסוך משפחתי-משפטי או לקראת גירושין, בהתמודדות עם המשבר ובניסיון ליישב את הסכסוך בדרכי שלום.היחידות הן טיפוליות ובהן צוות עובדים סוציאליים, עורכי דין ומומחים נוספים מתחום הטיפול והגישור במשפחה, בעלי ניסיון טיפולי רב עם משפחות בהליכי פרידה וגירושין.השירות מעסיק גם פסיכולוגים ופסיכיאטרים כנותני שירות חיצוניים, המספקים שירותי ייעוץ למשפחות ולצוות המקצועי בשירות.
620|0|molsa-homeless-units|dataset|2022-09-05|דרי רחוב - יחידות|ministry_of_social_affairs|No|NotConstant|2|2|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|יחידות לטיפול בדרי רחוב
621|0|molsa-homeless-units-ar|dataset|2022-09-05|דרי רחוב - יחידות مراكز الخدمة للمشردين|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|عادة ما يعاني المشرد من الإهمال الجسدي والنفسي. تعمل وزار الرفاع من أجل إقامة أطر للمشردين، تتيح لهم سقفا على المدى القصير ورعاية وإعادة تأهيل على المدى الطويل.
622|0|molsa-outerhomes-elderly|dataset|2022-09-05|רשימת בתי אבות|ministry_of_social_affairs|Yes|NotConstant|2|3|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|ברחבי הארץ, פועלים מאות בתי אבות המשרתים קשת רחבה של אוכלוסיית האזרחים הוותיקים. כל בית אבות כזה, חייב ברישיון ניהול מטעם שר הרווחה ופיקוח על ידי מפקחי אגף בכיר אזרחים ותיקים.
623|0|molsa-outerhomes-elderly-ar|dataset|2022-09-05|רשימת בתי אבות بيوت المسنين|ministry_of_social_affairs|No|NotConstant|3|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|يجب على كل بيت مسنين من هذا النوع الحصول على ترخيص إدارة من قبل وزير الرفاه والضمان الاجتماعي، والخضوع للرقابة من قبل مفتشي مديرية المواطنين المسنين.
624|0|molsa-outerhomes-elderly-vacation|dataset|2022-09-05|נופשונים לאזרחים ותיקים|ministry_of_social_affairs|Yes|NotConstant|2|3|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|הנופשון הוא מסגרת זמנית לאזרחים ותיקים.במסגרת ניתן טיפול לאזרחים ותיקים לאחר שחררום מבית החולים.
625|0|molsa-outerhomes-elderly-vacation-ar|dataset|2022-09-05|נופשונים לאזרחים ותיקים أطر الإسكان المؤقت للمواطنين المسنين|ministry_of_social_affairs|No|NotConstant|3|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|المكان هو إطار إسكاني مؤقت للمواطنين المسنين.في الإطار، يتم تقديم الرعاية للمواطنين المسنين بعد تسريحهم من المستشفى.
626|0|molsa-populations-divorce-expert-ar|dataset|2022-09-05|רשימת מומחים לבתי משפט قائمة خبراء محكمة شؤون الأسرة (العائلة)|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|عند حدوث شجار عائلي خلال إجراءات الطلاق، عند الحاجة وبحسب طلب المحكمة، تضع وحدات المساعدة قوائم مختصين لإعطاء وجهة نظر في مجالات العمل الاجتماعي، علم النفس، الطب النفسي، وطب الأطفال في مواضيع كالتالية: أسئلة في تحديد الحضانة وترتيبات اللقاء، الاهلية القضائية والوصاية وما الى ذلك.
627|0|molsa-protected-houses-list-ar|dataset|2022-09-05|בתי דיור מוגן بيوت الإسكان المحمي|ministry_of_social_affairs|No|NotConstant|3|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|نلفت انتباهكم إلى إنه لم يتم بعد منح الترخيص لبيت الإسكان المحمي. الموضوع بانتظار المصادقة على أنظمة الإسكان المحمي في الكنيست.
628|2|molsa-social-and-welfare-magazin-publications|dataset|2022-09-06|כתב העת חברה ורווחה|ministry_of_social_affairs|No|NotConstant|2|0|--|apiautomolsa@molsa.gov.il|משרד הרווחה והביטחון החברתי|other-open|אחר (פתוח)|כתב העת "חברה ורווחה" החל לצאת לאור בשנת 1978 ונועד להרחיב ולהעמיק את הידע התאורטי, המחקרי והיישומי של עובדים סוציאליים ושל אנשי מקצועות רווחה אחרים כגון: פסיכולוגים, קרימינולוגים, עובדי בריאות הציבור וסוציולוגים.
