n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
605|0|mechir-lamishtaken|dataset|2023-03-19|נתונים תקופתיים - תכנית דירה בהנחה|ministry_of_housing|No|Week|2|5|--|internetmoch@moch.gov.il|משרד הבינוי והשיכון|||במאגר זה מתפרסמים נתונים סטטיסטיים תקופתיים בנושא תכנית דירה בהנחה.קישור לדף נתונים סטטיסטיים שבועיים נוספים:https://www.gov.il/he/Departments/publications/reports/mishtaken_statistics
606|4|medical-tourism-agent-list|dataset|2023-03-19|רשימת סוכני תיירות מרפא|ministry-health|No|NotConstant|2|1|--|amit.erez@moh.gov.il|משרד הבריאות|other-open|אחר (פתוח)|רשימת סוכני תיירות מרפא
607|0|mef|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון מעלה אפרים|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
608|0|mehir_yevuan|dataset|2023-03-24|יבואנים ומחירוני רכב חדש|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את מחירי דגמי כלי רכב חדשים לפי יבואן כפי שנמסר ע"י היבואן. מחירי דגמי כלי רכב חדשים מתעדכנים עם קבלת המידע מהיבואן. מחירי כלי הרכב של דגמים ממשיכים מתעדכנים פעם בשנה.
609|2|membership-in-liquidation|dataset|2023-03-24|חברות בפרוק מרצון בהליך מזורז|ministry_of_justice|No|Day|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|הקובץ מכיל את רשימת החברות הרשומות במרשם שמנהל רשם החברות אשר הגישו בקשה לפירוק מרצון בהליך מזורז. אם לא תוגש התנגדות לבקשה בתוך 90 יום ממועד אישור הגשת הבקשה לרשם החברות, החברה תחוסל. להנחיות להגשת התנגדות לחצו כאן. הקובץ כולל את מספר התאגיד, שם התאגיד, שם התאגיד באנגלית, סוג התאגיד, סטטוס התאגיד, תת סטטוס התאגיד, מועד אישור בקשת הפירוק מרצון בהליך מזורז, מועד החיסול הצפוי אם לא תוגש התנגדות, מפרה וכתובת.
610|0|mentalhealthclinics|dataset|2022-07-24|מרפאות בריאות הנפש - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||רשימת מרפאות בריאות הנפש בקהילה, עבור כל מרפאה מצוינים השירותים שניתנים בה. זמני ההמתנה נכונים לחודשים ינואר - פברואר 2018.מידע נוסף אודות מרפאות בריאות הנפש באתר משרד הבריאות: https://www.health.gov.il/Subjects/mental_health/treatment/clinics/Pages/mental-clinics.aspx
612|0|meonotyommaaleadumim|dataset|2023-02-09|מעונות יום|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת מעונות יום במעלה אדומים
613|1|merchav_tichnun|dataset|2022-05-25|מרחבי תכנון|iplan|No|NA|1|5|--|it-tichnun@iplan.gov.il|מינהל התכנון |other-open|Other (Open)|מרחב תכנון - בתחום זה, הנקבע ע"י שר האוצר,  חלה סמכות הוועדה המקומית לתכנון ובניה. יש להבחין בין מרחב תכנון מקומי החופף לשטח של רשות מקומית אחת לבין מרחב תכנון מרחבי הכולל מס' רשויות.
614|0|merhavironi|dataset|2021-08-05|מרחבים עירוניים|ministry_of_transport|Yes|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|שכבה גאוגרפית במסגרת מסמך הנחיות לתכנון ותפעול שירות תחבורה ציבורית באוטובוסים.
615|0|metachnenim|dataset|2023-03-01|רשימת מתכננים ומודדים|ministry_of_housing|No|Month|1|5|--|moch1993@moch.gov.il|משרד הבינוי והשיכון|||במאגר זה רשומים מתכננים, מודדים ובעלי מקצוע אחרים, והוא כולל מידע על התמחויות מקצועיות של בעלי המקצוע וכן פרטי התקשרות עמם.
616|3|metadata|dataset|2022-06-02|מערך נתונים הומוגניים|meteorological_service|No|NA|4|3|--|abramoviche@ims.gov.il|השירות המטאורולוגי|other-open|Other (Open)|את שינוי האקלים שהתרחשו עד כה יש לבחון באמצעות סדרות נתוני מדידה ארוכות ככל שניתן,אולם סדרות ארוכות אלו מכילות בתוכן גם שינויים מלאכותיים שאינם חלק מתנודות האקליםהטבעיות. שינויים אלו עשויים לנבוע ממגוון גורמים כגון הזזת הסוכה המטאורולוגית, החלפת ציודהמדידה, שינויים שחלו בסביבת התחנה ועוד. נטרול/מזעור השפעות אלו הינו תנאי הכרחי לבחינתמגמות האקלים והימנעות ממסקנות שגויות בדמות שינוי אקלימי מלאכותי. לטובת איתורהשפעות מלאכותיות ותיקונן, יושם בשירות המטאורולוגי  תהליך הנקרא "הומוגניזציה",המשלב שיטות סטטיסטיות מתקדמות. מטרתו של תהליך זה היא להתאים סדרות הנתוניםלשינויים שחלו בתנאי המדידה לאורך הזמן.
617|0|metavhim|dataset|2023-03-24|מאגר מתווכים פעילים|ministry_of_justice|No|Day|3|2|--|yehudakat@justice.gov.il|משרד המשפטים|||מאגר מידע זה מכיל שני קבצי מידע אודות מתווכים:  רשימת מתווכים בעלי תעודת מורשה לעיסוק כמתווך , רשימת בחינות מתווכים לפי מועד וציון.המאגר מתעדכן כל שלושה חודשים.
618|0|metrofan|dataset|2021-10-13|מטרופן|ministry_of_transport|Yes|NotConstant|4|10|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|Other (Open)|תכנית אב שמטרתה התווית רשת שבילי אופניים בגלעין המטרופוליני חיפה, הקריות, נשר וטירת הכרמל
619|4|metro_line|dataset|2021-06-07|קווי מטרו|ministry_of_transport|Yes|NotConstant|4|7|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|קווי מטרו מתוכננים במטרופולין תל אביב
620|0|metronit|dataset|2023-02-20|מטרונית|ministry_of_transport|No|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|קווי מטרונית קיימים, בביצוע ומתוכננים
621|6|metro_stat|dataset|2021-12-28|תחנות מטרו|ministry_of_transport|Yes|NotConstant|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|תחנות מטרו מתוכננות במטרופולין תל אביב
622|0|mevakshimpatents|dataset|2023-03-24|מבקשים לבקשות פטנט|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|שמות מבקשים לבקשות להגנה ישראלית על פטנט
623|0|mfaamanot|dataset|2022-01-23|אמנות משרד החוץ|ministry_of_exterior|No|NA|1|1|--|illan@mfa.gov.il|משרד החוץ|other-open|Other (Open)|רשימת האמנות וההסכמים הבי-לטרליים שישראל צד להן, משנת 1948 ואילך .בקובצי האמנות וההסכמים עצמון ניתן לצפות באתר משרד החוץ - מאגר אמנות https://www.gov.il/he/Departments/dynamiccollectors/mfa-accords
624|2|mfa_un|dataset|2021-01-17|החלטות האומות המאוחדות|ministry_of_exterior|No|Month|2|1|--|illan@mfa.gov.il|משרד החוץ|other-open|Other (Open)|אופן הצבעת המדינות השונות בהחלטות האום
625|0|mgl|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון מרום גולן|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
626|0|mhamad-hahisha|dataset|2022-01-05|קול קורא - מעמד האישה|socialequality|No|NA|1|7|--|andreib@mse.gov.il|המשרד לשוויון חברתי|other-open|Other (Open)|נתוני רשויות שהגישו קול קורא ונתוני פעילויות הנבחרות
633|2|mile_post|dataset|2021-06-07|אבני קילומטר|ministry_of_transport|No|NA|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|ציון דרך לסימון מרחק לאורך הכבישים
635|1|mimshakim_2030|dataset|2021-03-07|ממשקים אגף תכנון 2030|ministry_of_transport|No|NA|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מקומות המעבר המועדפים, בין אמצעי תחבורה שונים, על ידי הנוסעים במטרופולין תל אביב - תכנון לשנת 2030
636|0|misgadim|dataset|2021-08-26|רשימת מסגדים|interior_affairs|No|NA|1|3|--|drored@moin.gov.il|משרד הפנים|||פירוט רשימת מסגדים ממוינת לפי יישוב
637|0|mishmoret|dataset|2023-03-23|מאגר החלטות בתי הדין למשמורת|ministry_of_justice|No|Day|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|המאגר מכיל את החלטות בתי הדין למשמורת
638|0|mishtatef|dataset|2022-02-14|רשימות נכסים - גופים מוסדיים|cma|No|NA|6|8|--|eladl@mof.gov.il|רשות שוק ההון, ביטוח וחיסכון|||הנתונים המפורסמים נאספו על ידי גורם שלישי לשם פרסומם, ולא נבדקו על ידי רשות שוק ההון, ביטוח וחיסכון.מאגר זה מכיל את רשימת הנכסים ברמת נייר הערך הבודד בהתאם למסלול ההשקעה ליום אחרון של תקופת הדיווח.
639|1|misradei_hakirot|dataset|2022-08-07|רשימת תאגידי חוקרים פרטיים|ministry_of_justice|No|NA|1|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רשימת תאגידי חוקרים פרטיים
641|0|mkt|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון המכתש הקטן|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
642|0|mng|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון משמר הנגב|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
643|0|moadoniot|dataset|2023-02-09|מועדוניות|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת מועדוניות במעלה אדומים
644|0|moag-district|dataset|2022-11-16|איתור מחוזות לפי ישובים|ministry_of_agriculture|No|NotConstant|1|0|--|netaor@moag.gov.il|משרד החקלאות ופיתוח הכפר|other-open|אחר (פתוח)|איתור מחוז של משרד החחקלאות ופיתוח הכפר לפי ישוב
645|0|modedim|dataset|2023-03-19|רשימת המודדים|israel_mapping_center|No|Week|1|3|--|yovav@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|רשימת המודדים מציגה את כל המודדים המוסמכים לפי הפרוט הבא:1.     מודדים בעלי הרישיון בתוקף .2.     מודדים שרישיונם אינו בתוקף.3.     מודדים מבקרים, שמנהל המרכז למיפוי ישראל האציל עליהם את הסמכות לבצע ביקורת מפות קדסטר.4.     פרטי מודדים (כתובת, טלפון, דוא"ל ועוד), למודדים שאישרו את הצגת פרטי הקשר שלהם באתר.5.     מודדים שנפטרו לא מופיעים ברשימה.
